0.0008226441,0.26764962,-0.40578592,-0.011809357
0.0008225477,0.2677027,-0.40588236,-0.011811543
0.0007600812,0.2678166,-0.40615928,-0.0117860865
0.0008219518,0.26808673,-0.40657717,-0.011827426
0.00080441416,0.26845214,-0.40725887,-0.011843095
0.00082036864,0.26900584,-0.40824234,-0.011865409
0.00086597726,0.26966864,-0.4094055,-0.01194762
0.00083917484,0.2705996,-0.4111455,-0.011940314
0.0008155044,0.2717347,-0.4131944,-0.011977601
0.00080739905,0.27310807,-0.415659,-0.01202288
0.0008137149,0.27458057,-0.41841406,-0.012105274
0.0008062573,0.2764246,-0.42173848,-0.012168779
0.0008487917,0.27841493,-0.42534742,-0.012301763
0.000796904,0.28076994,-0.4296911,-0.012344043
0.0008161853,0.28329605,-0.43434736,-0.012456687
0.00078399177,0.2861457,-0.43957728,-0.012557993
0.00077596836,0.2892276,-0.4452686,-0.012679336
0.0007667286,0.29257578,-0.4514691,-0.01280999
0.0007869247,0.29624984,-0.45818233,-0.012971374
0.00075037434,0.30006772,-0.4654151,-0.013098031
0.0007308833,0.3042149,-0.4731703,-0.013254728
0.00069842336,0.30850768,-0.4813777,-0.013412389
0.0006986287,0.31327522,-0.49023062,-0.013592766
0.00067515456,0.31824625,-0.49959633,-0.013764914
0.0006799753,0.3232777,-0.5092662,-0.01398101
0.0006392909,0.32877985,-0.5197174,-0.014152713
0.0005935505,0.33439186,-0.53054565,-0.014345892
0.0005792165,0.34050485,-0.5420587,-0.0145541
0.00054382556,0.34655458,-0.55389243,-0.014747649
0.0005098576,0.35293543,-0.5662699,-0.01495912
0.0004776921,0.35944235,-0.5790363,-0.015185463
0.00044382765,0.3662881,-0.5924058,-0.015402089
0.00042147478,0.37319306,-0.606076,-0.015644386
0.0003547035,0.38050887,-0.6204674,-0.015847148
0.00032523504,0.38805535,-0.6352708,-0.016082555
0.00025762588,0.39555952,-0.65037405,-0.016300092
0.00020367793,0.40337276,-0.665988,-0.016528154
0.00020776832,0.41123638,-0.68180597,-0.016800584
8.65601e-05,0.41954267,-0.6984779,-0.016987242
2.4342036e-05,0.427976,-0.7154236,-0.017211538
-4.2709635e-05,0.43639427,-0.73256856,-0.017449427
-0.00013545732,0.44513685,-0.75029045,-0.017665818
-5.233317e-05,0.45384976,-0.7681113,-0.017927263
-0.0002600352,0.46287504,-0.78652173,-0.018139098
-0.00035513152,0.47187257,-0.8050619,-0.018379768
-0.00041813817,0.4813098,-0.8242447,-0.018605774
-0.00050041825,0.49052846,-0.8433493,-0.01885134
-0.0005852097,0.49999624,-0.86288446,-0.019089427
-0.00067414565,0.5095791,-0.8826931,-0.019326689
-0.0007633161,0.5192572,-0.9027353,-0.019567873
-0.00086082413,0.5291508,-0.9231593,-0.01979921
-0.00093409535,0.53876,-0.9433167,-0.020066198
-0.0010399005,0.5487026,-0.9639953,-0.020308819
-0.001147505,0.55882806,-0.98498666,-0.020546515
-0.0012479359,0.5688873,-1.005958,-0.020797918
-0.0013498004,0.57899237,-1.0270458,-0.021052955
-0.0014527185,0.5891368,-1.0482326,-0.021311343
-0.0015570837,0.59930706,-1.06949,-0.021573542
-0.0016766731,0.6098105,-1.0912225,-0.021817237
-0.0017687553,0.6196884,-1.1121267,-0.022110159
-0.0018757291,0.62987626,-1.1334542,-0.022385122
-0.0018833118,0.63991326,-1.1545162,-0.022697303
-0.0020908422,0.65018684,-1.1759955,-0.022949321
-0.0021986144,0.6602864,-1.1971568,-0.023238696
-0.0022988804,0.67020226,-1.2180235,-0.023542222
-0.0024134468,0.6803109,-1.2391231,-0.023832867
-0.002520419,0.69015884,-1.2597997,-0.024140002
-0.0026262081,0.7000263,-1.280441,-0.024446692
-0.0027308103,0.7097269,-1.300774,-0.02476142
-0.002834232,0.7193166,-1.3208696,-0.025080517
-0.0029385996,0.7287733,-1.3406858,-0.025404047
-0.003037937,0.7381281,-1.3602579,-0.025730532
-0.0031375552,0.74734193,-1.3795303,-0.026058475
-0.003229985,0.75635535,-1.3984116,-0.026391575
