0.0005796145,0.3378348,-0.5370995,-0.014452023
0.0005937265,0.33786592,-0.5371549,-0.014466602
0.00064206356,0.33790982,-0.5372958,-0.014489831
0.000500961,0.3380429,-0.53774905,-0.014467693
0.0005902555,0.33859563,-0.5385617,-0.014491702
0.0005876106,0.3391086,-0.53955007,-0.014509184
0.0005771984,0.33985457,-0.5409371,-0.014520084
0.0006086652,0.34053394,-0.5423777,-0.014590367
0.0006252867,0.34160388,-0.5444302,-0.014625409
0.00056875095,0.34298375,-0.5470319,-0.014641132
-0.00053871644,0.49477893,-0.852114,-0.018958153
-0.000600708,0.50314593,-0.86949986,-0.01918534
-0.0006963027,0.51195896,-0.8876189,-0.019385792
-0.0007771106,0.5207829,-0.9059054,-0.019607259
-0.00086462515,0.52978736,-0.92457855,-0.019826729
-0.00095239945,0.5389254,-0.94356245,-0.020052515
-0.0010638289,0.5482194,-0.96289265,-0.020275667
-0.0011354439,0.5576116,-0.9824516,-0.020516187
-0.001230295,0.5671422,-1.002319,-0.02075437
-0.0013274475,0.5766942,-1.0223234,-0.021002976
-0.0014262471,0.58653873,-1.0428038,-0.021244744
-0.003909664,0.8376228,-1.5716761,-0.0355971
-0.003951773,0.83739823,-1.5718393,-0.036451787
-0.0038373386,0.8372304,-1.5719979,-0.037394945
-0.0038396458,0.83707494,-1.5721515,-0.038296778
-0.0037436616,0.83693445,-1.5723001,-0.039161548
-0.0036879987,0.83680594,-1.5724432,-0.03998613
-0.003631793,0.83668816,-1.5725813,-0.040769402
-0.0035380472,0.8365833,-1.5727137,-0.041519083
-0.003458186,0.8364879,-1.5728407,-0.042229727
-0.0033803335,0.83640146,-1.5729619,-0.042901188
-0.0028143076,0.8360338,-1.5736034,-0.04637935
-0.003469883,0.836082,-1.5735242,-0.04600842
-0.0030010361,0.8361157,-1.5734321,-0.045457505
-0.0030660825,0.8361688,-1.5733371,-0.044951312
-0.0031591083,0.8362267,-1.5732362,-0.044404525
-0.0032463104,0.83629185,-1.5731293,-0.043822136
-0.0033312717,0.83636534,-1.5730165,-0.043204043
-0.0040502194,0.8363947,-1.5729018,-0.04244001
-0.0035012586,0.83653796,-1.5727736,-0.041855454
-0.003583088,0.8366386,-1.5726436,-0.041125096
-0.0021046721,0.6514807,-1.1787056,-0.0229859
-0.0019963216,0.641307,-1.1573954,-0.022700032
-0.0018923833,0.6313241,-1.1363775,-0.022411324
-0.0017834846,0.6210907,-1.1150614,-0.022147702
-0.0016780276,0.6110657,-1.0940812,-0.021881333
-0.0015756803,0.60111064,-1.0732605,-0.021620352
-0.0015333076,0.5909692,-1.0523052,-0.02136539
-0.0013743346,0.5814534,-1.032185,-0.021116354
-0.0012767632,0.5717774,-1.0119874,-0.020870814
-0.0011810553,0.5622089,-0.9920333,-0.02063088
0.0004553079,0.36410442,-0.5881546,-0.015335575
0.00046370525,0.36154392,-0.583094,-0.015242221
0.00052196725,0.3591069,-0.57841176,-0.015198104
0.00051071483,0.35712078,-0.57453686,-0.015128756
0.0005034267,0.35550907,-0.57135034,-0.015057795
0.00052910927,0.3541433,-0.5686887,-0.015017537
0.00051644916,0.35310766,-0.5666721,-0.014979063
0.0005203205,0.35238785,-0.56527126,-0.014955259
0.0005224456,0.3519902,-0.56449723,-0.014942225
0.00052287045,0.35191512,-0.56435126,-0.014939719
-0.00054051954,0.49516192,-0.852903,-0.018967036
-0.00042360811,0.5037189,-0.87045276,-0.019204289
-0.00072644645,0.51215714,-0.88814664,-0.019392462
-0.0007800545,0.5212891,-0.9067593,-0.01959738
-0.0008359852,0.5299252,-0.9249362,-0.019850275
-0.0009200533,0.53902555,-0.94384956,-0.02007726
-0.0010753042,0.5485993,-0.96354216,-0.020265883
-0.001137297,0.5577949,-0.9828335,-0.020520698
-0.0013087322,0.5673913,-1.0028251,-0.020731
-0.0013287208,0.57693624,-1.0227532,-0.021000942
-0.0036990612,0.8377817,-1.5715065,-0.034426674
-0.003992856,0.83758223,-1.571676,-0.03547062
-0.0039549232,0.8373979,-1.5718395,-0.03645173
-0.0038994437,0.83722913,-1.571998,-0.03739444
-0.003840056,0.8370749,-1.5721517,-0.0382971
-0.0037731,0.8369338,-1.5723001,-0.03916054
-0.003617315,0.8368079,-1.5724434,-0.039989978
-0.0036185107,0.8366898,-1.5725813,-0.040773906
-0.003611435,0.8366001,-1.5727139,-0.041572638
-0.003433979,0.83649045,-1.5728406,-0.042236187
-0.002764211,0.83599484,-1.5736799,-0.046771783
-0.0028143076,0.8360338,-1.5736034,-0.04637935
-0.003469883,0.836082,-1.5735242,-0.04600842
-0.0030010361,0.8361157,-1.5734321,-0.045457505
-0.0030660825,0.8361688,-1.5733371,-0.044951312
-0.0031591083,0.8362267,-1.5732362,-0.044404525
-0.0032463104,0.83629185,-1.5731293,-0.043822136
-0.0033312717,0.83636534,-1.5730165,-0.043204043
-0.0040502194,0.8363947,-1.5729018,-0.04244001
-0.0035012586,0.83653796,-1.5727736,-0.041855454
-0.0022135715,0.6616761,-1.2000679,-0.02327896
-0.0021046721,0.6514807,-1.1787056,-0.0229859
-0.0019963216,0.641307,-1.1573954,-0.022700032
-0.0018923833,0.6313241,-1.1363775,-0.022411324
-0.0017834846,0.6210907,-1.1150614,-0.022147702
-0.0016780276,0.6110657,-1.0940812,-0.021881333
-0.0015756803,0.60111064,-1.0732605,-0.021620352
-0.0015333076,0.5909692,-1.0523052,-0.02136539
-0.0013743346,0.5814534,-1.032185,-0.021116354
-0.0012767632,0.5717774,-1.0119874,-0.020870814
0.0004553079,0.36410442,-0.5881546,-0.015335575
0.00046370525,0.36154392,-0.583094,-0.015242221
0.00052196725,0.3591069,-0.57841176,-0.015198104
0.00051071483,0.35712078,-0.57453686,-0.015128756
0.0005034267,0.35550907,-0.57135034,-0.015057795
0.00052910927,0.3541433,-0.5686887,-0.015017537
0.00051644916,0.35310766,-0.5666721,-0.014979063
0.0005203205,0.35238785,-0.56527126,-0.014955259
0.0005224456,0.3519902,-0.56449723,-0.014942225
0.00052287045,0.35191512,-0.56435126,-0.014939719
-0.0012113102,0.5652418,-0.99835575,-0.020706775
-0.0012470277,0.5614863,-0.9905023,-0.020582603
-0.0010296847,0.5468592,-0.960063,-0.02024903
-0.0010823364,0.5522285,-0.9712388,-0.020382231
-0.0011402275,0.5580975,-0.98346436,-0.020528326
-0.0012031602,0.5644258,-0.99665445,-0.020686371
-0.0012707185,0.57117397,-1.0107282,-0.020855581
-0.0013424415,0.57830435,-1.0256089,-0.02103559
-0.0014185146,0.5857836,-1.0412278,-0.021225663
-0.0014981582,0.5935796,-1.0575175,-0.02142552
-0.0039972,0.8377663,-1.5715214,-0.03453247
-0.00399547,0.83756745,-1.5716882,-0.035543412
-0.0039555794,0.8373855,-1.5718504,-0.03651633
-0.00389608,0.8372191,-1.5720079,-0.037452575
-0.0038350935,0.8370662,-1.5721605,-0.03834882
-0.0037694396,0.8369263,-1.5723081,-0.039206438
-0.003676783,0.8368014,-1.5724504,-0.040030923
-0.0036188387,0.8366836,-1.5725877,-0.040807907
-0.0035333564,0.83657914,-1.5727195,-0.041553076
-0.003454177,0.83648425,-1.5728458,-0.042259138
-0.003037149,0.8359595,-1.5736814,-0.046679426
-0.0029068682,0.83602583,-1.573604,-0.046360906
-0.0033935248,0.8360744,-1.5735213,-0.045964703
-0.0030599583,0.8361125,-1.5734324,-0.04545113
-0.0030660967,0.83616877,-1.5733372,-0.044951964
-0.0031563914,0.83622694,-1.5732363,-0.044406142
-0.0032380247,0.8362921,-1.5731293,-0.043823127
-0.0033314552,0.83636516,-1.5730165,-0.04320439
-0.0034234487,0.83644605,-1.572898,-0.04254707
-0.00351159,0.836537,-1.5727737,-0.041854136
-0.0022134983,0.66167504,-1.2000666,-0.023279011
-0.0021046393,0.6514806,-1.1787053,-0.022985931
-0.001992926,0.6412509,-1.1573167,-0.022704141
-0.0018923869,0.6313243,-1.1363779,-0.022411324
-0.0017834575,0.6210905,-1.1150614,-0.022147737
-0.0016786951,0.61106354,-1.0940796,-0.02188118
-0.0015758042,0.6011123,-1.0732628,-0.021620221
-0.001474214,0.59123766,-1.0526229,-0.02136524
-0.0014166308,0.5817339,-1.0325706,-0.021086745
-0.0012767796,0.5717773,-1.0119876,-0.020870844
0.0004553079,0.36410442,-0.5881546,-0.015335575
0.00046370525,0.36154392,-0.583094,-0.015242221
0.00052196725,0.3591069,-0.57841176,-0.015198104
0.00051071483,0.35712078,-0.57453686,-0.015128756
0.0005034267,0.35550907,-0.57135034,-0.015057795
