0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-1.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.135151788592338562e-02,4.303104802966117859e-02,7.998168468475341797e-03,3.201416926458477974e-03,2.375562209635972977e-03,-9.999920725822448730e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.235424634069204330e-02,1.313930191099643707e-02,-4.415262490510940552e-03,1.784606091678142548e-02,-2.720171958208084106e-02,-1.908159069716930389e-02,-1.726978830993175507e-02,-2.148250676691532135e-02,8.196761831641197205e-03,3.311137109994888306e-02,1.859364099800586700e-02,3.192956559360027313e-03,-4.786566272377967834e-02,4.916920512914657593e-02,-1.751358993351459503e-02,6.336316466331481934e-02,-9.137118607759475708e-02,-6.025756895542144775e-02,-5.498443916440010071e-02,-7.181341946125030518e-02,2.287166193127632141e-02,1.010815426707267761e-01,5.566734820604324341e-02,7.373333442956209183e-03,-7.671702504158020020e-01,6.982734799385070801e-01,-2.934601902961730957e-01,7.495139241218566895e-01,-1.507979989051818848e+00,-8.908098936080932617e-01,-8.104419112205505371e-01,-1.175688982009887695e+00,2.867053151130676270e-01,1.365776538848876953e+00,7.511686086654663086e-01,8.229909837245941162e-02
-8.999962359666824341e-03,8.384261280298233032e-03,-3.225290449336171150e-03,5.039914045482873917e-03,3.909634426236152649e-03,-9.999796748161315918e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.457641601562500000e-02,4.291386157274246216e-02,-2.471986599266529083e-02,3.993271291255950928e-02,-5.534696951508522034e-02,-2.780746854841709137e-02,-3.208359330892562866e-02,-4.737561196088790894e-02,4.267277941107749939e-02,8.823433518409729004e-02,6.436638534069061279e-02,2.356553822755813599e-02,-5.719123780727386475e-02,8.431105315685272217e-02,-6.554441154003143311e-02,5.083485320210456848e-02,-5.692742019891738892e-02,-6.064688321202993393e-03,-2.666857652366161346e-02,-5.842271447181701660e-02,1.004877910017967224e-01,1.437857002019882202e-01,1.267033070325851440e-01,6.096199899911880493e-02,-5.139505863189697266e-01,8.980143070220947266e-01,-7.707559466361999512e-01,5.151911377906799316e-01,-7.105884552001953125e-01,6.763607263565063477e-02,-3.797280192375183105e-01,-8.262411355972290039e-01,1.446326255798339844e+00,2.133102893829345703e+00,1.839048981666564941e+00,8.902407884597778320e-01
1.490236143581569195e-03,-1.861962862312793732e-02,-7.300430908799171448e-03,3.886722261086106300e-03,4.054745659232139587e-03,-9.999842047691345215e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,-5.531434714794158936e-02,7.620282471179962158e-02,-5.484876409173011780e-02,5.853855982422828674e-02,-6.610416620969772339e-02,-1.949450187385082245e-02,-3.491407632827758789e-02,-6.065353006124496460e-02,8.954157680273056030e-02,1.440714001655578613e-01,1.186047121882438660e-01,5.384817346930503845e-02,-4.695070907473564148e-02,7.959654927253723145e-02,-7.757937163114547729e-02,4.350273311138153076e-02,-1.323125977069139481e-02,3.109067492187023163e-02,6.091171526350080967e-04,-2.185684815049171448e-02,1.170723959803581238e-01,1.327056437730789185e-01,1.325756460428237915e-01,7.718118280172348022e-02,-4.814541637897491455e-01,8.090011477470397949e-01,-7.945551872253417969e-01,5.946959853172302246e-01,-3.816587328910827637e-01,3.766550123691558838e-01,-8.848459273576736450e-02,-4.984269738197326660e-01,1.817878246307373047e+00,2.269357919692993164e+00,2.125824451446533203e+00,1.208973050117492676e+00
1.362113398499786854e-03,-2.276665158569812775e-02,-3.024954581633210182e-03,1.654132967814803123e-03,3.928369842469692230e-03,-9.999909400939941406e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.032243907451629639e-02,9.961296617984771729e-02,-8.060909807682037354e-02,7.598851621150970459e-02,-6.871104240417480469e-02,-7.903123274445533752e-03,-3.177828341722488403e-02,-6.475590169429779053e-02,1.391660273075103760e-01,1.891410648822784424e-01,1.622835546731948853e-01,8.842060714960098267e-02,-3.177688270807266235e-02,4.588151723146438599e-02,-5.562892556190490723e-02,4.239543154835700989e-02,-3.379311412572860718e-03,2.707077190279960632e-02,9.897209703922271729e-03,-5.031671375036239624e-03,1.203050166368484497e-01,1.011375784873962402e-01,9.736236929893493652e-02,8.548793941736221313e-02,-5.310651659965515137e-01,6.409850716590881348e-01,-6.542057991027832031e-01,7.130469679832458496e-01,-4.558501243591308594e-01,1.967614889144897461e-01,-5.226968973875045776e-02,-4.354359507560729980e-01,2.123718738555908203e+00,2.179729700088500977e+00,1.988157391548156738e+00,1.482262372970581055e+00
4.712683148682117462e-03,-2.140500582754611969e-02,6.066309288144111633e-03,-5.939631955698132515e-04,3.390303812921047211e-03,-9.999940991401672363e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,-8.277939260005950928e-02,1.065393835306167603e-01,-9.335304796695709229e-02,9.282949566841125488e-02,-6.900259852409362793e-02,-1.533171744085848331e-03,-2.746365778148174286e-02,-6.506416201591491699e-02,1.903750598430633545e-01,2.186252623796463013e-01,1.898897439241409302e-01,1.313983500003814697e-01,-2.942247688770294189e-02,4.745237529277801514e-03,-1.840925589203834534e-02,4.135356470942497253e-02,2.858121115423273295e-05,1.031380333006381989e-02,1.011098455637693405e-02,6.270578014664351940e-04,1.243913769721984863e-01,6.129812449216842651e-02,5.730872228741645813e-02,1.092538312077522278e-01,-6.983920335769653320e-01,4.475257396697998047e-01,-4.911155700683593750e-01,8.249279856681823730e-01,-4.010961651802062988e-01,-1.523174345493316650e-03,-5.409113317728042603e-02,-3.449473679065704346e-01,2.503290176391601562e+00,1.971984505653381348e+00,1.775535941123962402e+00,2.003796100616455078e+00
1.566229946911334991e-02,-2.378527633845806122e-02,1.431585568934679031e-02,-2.912995871156454086e-03,2.195566892623901367e-03,-9.999933242797851562e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.724880009889602661e-02,9.917800873517990112e-02,-9.244386106729507446e-02,1.091341674327850342e-01,-6.597421318292617798e-02,-6.791237974539399147e-04,-2.076081745326519012e-02,-6.238252297043800354e-02,2.422817349433898926e-01,2.264192700386047363e-01,1.973085105419158936e-01,1.829751282930374146e-01,-3.846771642565727234e-02,-2.948479540646076202e-02,1.277530379593372345e-02,3.961636871099472046e-02,1.157837267965078354e-02,-1.279051182791590691e-03,1.737554743885993958e-02,1.058049220591783524e-02,1.254242360591888428e-01,5.290971137583255768e-03,6.710738409310579300e-03,1.287318021059036255e-01,-8.916597962379455566e-01,2.598703503608703613e-01,-2.873746752738952637e-01,9.322330355644226074e-01,-2.100324332714080811e-01,-1.719419211149215698e-01,6.776244938373565674e-02,-1.891334950923919678e-01,2.868308305740356445e+00,1.373965382575988770e+00,1.233900904655456543e+00,2.531975746154785156e+00
4.286655783653259277e-02,-2.892161719501018524e-02,1.881641894578933716e-02,-4.947201814502477646e-03,9.417952969670295715e-05,-9.999877810478210449e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.117631122469902039e-01,8.179065585136413574e-02,-7.911981642246246338e-02,1.255953460931777954e-01,-6.198244169354438782e-02,-2.871322911232709885e-03,-1.265150401741266251e-02,-5.693876743316650391e-02,2.879296541213989258e-01,1.937234103679656982e-01,1.728918403387069702e-01,2.323456704616546631e-01,-2.831428311765193939e-02,-5.176944658160209656e-02,4.043815657496452332e-02,3.690052032470703125e-02,9.977024048566818237e-03,-9.478562511503696442e-03,1.840922795236110687e-02,1.702082343399524689e-02,7.720690220594406128e-02,-1.028685867786407471e-01,-7.681298255920410156e-02,1.161454990506172180e-01,-9.852254390716552734e-01,1.535210609436035156e-01,-7.566160708665847778e-02,1.049368143081665039e+00,-2.427923828363418579e-01,-3.444456756114959717e-01,4.694427922368049622e-02,-1.742210984230041504e-01,3.132776260375976562e+00,4.284396022558212280e-02,2.070598751306533813e-01,2.677231073379516602e+00
1.255058795213699341e-01,-1.054296717047691345e-01,-5.074473097920417786e-02,-1.683945767581462860e-02,-1.719472557306289673e-02,-9.997103214263916016e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.238662227988243103e-01,6.182268634438514709e-02,-7.295451313257217407e-02,1.195325851440429688e-01,1.740942150354385376e-02,1.100454665720462799e-02,-1.206585019826889038e-02,-2.154240198433399200e-02,1.903037577867507935e-01,1.431570947170257568e-01,1.363334655761718750e-01,2.253040224313735962e-01,-1.421113684773445129e-02,-3.150986880064010620e-02,3.873990615829825401e-03,-3.167133033275604248e-02,2.716099321842193604e-01,9.324435144662857056e-02,-1.086874678730964661e-02,1.907210201025009155e-01,-3.840141892433166504e-01,-1.701592057943344116e-01,-8.865595608949661255e-02,-1.973397433757781982e-01,-1.033262729644775391e+00,3.018319010734558105e-01,-8.591192215681076050e-02,1.174466252326965332e+00,-4.882287979125976562e-01,-7.960337996482849121e-01,-3.063336908817291260e-01,-3.281594514846801758e-01,3.242838859558105469e+00,-2.339542061090469360e-01,-2.368898391723632812e-01,2.587877988815307617e+00
-1.048422828316688538e-01,7.422227412462234497e-02,-6.539839506149291992e-02,-1.605853997170925140e-02,-1.409586798399686813e-02,-9.997717142105102539e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.165965497493743896e-01,6.672864407300949097e-02,-6.768058985471725464e-02,1.199793666601181030e-01,1.030553877353668213e-01,5.930624529719352722e-02,-3.165061119943857193e-03,5.707056447863578796e-02,4.974455386400222778e-02,5.060492083430290222e-02,9.758820384740829468e-02,1.126262769103050232e-01,3.003519214689731598e-02,3.387603163719177246e-02,2.414881624281406403e-02,2.068321779370307922e-02,1.350824832916259766e-01,1.040168777108192444e-01,3.212129324674606323e-02,1.526680737733840942e-01,-2.594090700149536133e-01,-2.255494147539138794e-01,-9.618007391691207886e-02,-2.591538131237030029e-01,-1.380952119827270508e+00,3.626987934112548828e-01,8.014754951000213623e-02,1.792504787445068359e+00,-1.521075248718261719e+00,-1.071863889694213867e+00,-4.629827439785003662e-01,-3.960196971893310547e-01,3.675310373306274414e+00,-1.698581129312515259e-02,-7.461047172546386719e-01,2.732462406158447266e+00
