0,0,0
23,23,25
23,23,25
23,23,25
23,23,25
23,24,25
23,24,25
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
22,24,24
22,24,24
22,24,24
22,24,24
22,24,24
22,24,24
22,24,24
22,24,24
22,24,24
22,24,24
22,24,24
22,24,24
22,24,24
22,24,24
22,24,24
22,24,24
22,24,24
22,24,24
22,24,24
22,24,24
22,24,24
22,24,24
22,24,24
23,23,24
23,23,24
23,23,24
23,23,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,25
23,24,24
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
22,24,25
22,24,24
22,24,25
22,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
23,24,24
22,24,24
22,24,24
22,24,24
22,24,24
22,24,24
22,24,24
22,24,24
22,23,24
22,23,24
22,23,24
22,24,24
22,24,24
22,24,24
22,24,24
22,24,24
22,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
22,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
23,24,25
24,24,25
24,24,25
24,24,25
24,24,25
24,24,25
24,24,25
24,24,25
24,24,25
24,24,25
24,24,25
24,24,25
24,24,25
24,24,25
